biden_approval,vote2016,vote2020,gss_trust,gss_bible,gss_spanking,social_none,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,gender,race,education,income,urban_rural,state,age,region,voted2016,voted2020,race_white,college,noncollege_white,weight
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,True,True,False,False,False,Female,Asian or Asian American,Completed graduate school,"Between $15,000 and $49,999",Suburban,Arizona,25-44,Southwest,True,True,False,True,False,0.035314009606675495
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Inspired word,Somewhat agree,False,True,False,True,False,False,Male,Asian or Asian American,Graduated from college,"Between $50,000 and $74,999",Urban,New York,25-44,Northeast,True,True,False,True,False,0.16372267046636804
Neither approve nor disapprove,Did not vote,Did not vote,Don’t know,Word of God,Agree,False,True,False,True,False,False,Male,Asian or Asian American,Less than high school,"Under $15,000",Suburban,California,18-24,Pacific,False,False,False,False,False,5.7427238510554774
Approve,Did not vote,Did not vote,Can't be too careful,I don’t know,Disagree,False,True,False,True,False,False,Female,Asian or Asian American,Graduated from college,"Under $15,000",Urban,California,25-44,Pacific,False,False,False,True,False,0.030114857206438958
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Inspired word,Don't know,False,True,True,False,False,False,Male,Asian or Asian American,"Some college, no degree","Over $150,000",Rural,California,25-44,Pacific,False,False,False,True,False,2.6976078344428873
Somewhat approve,Did not vote,Donald Trump,Can trust,Inspired word,Somewhat agree,False,True,True,True,True,False,Male,Asian or Asian American,Completed graduate school,"Over $150,000",Urban,California,25-44,Pacific,False,True,False,True,False,2.370837781251316
Strongly approve,Did not vote,Joe Biden,Can't be too careful,Word of God,Disagree,False,False,True,True,True,False,Male,Hispanic or Latino,Graduated from high school,"Between $15,000 and $49,999",Suburban,California,18-24,Pacific,False,True,False,False,False,1.9327487118735027
Approve,Did not vote,Did not vote,Can't be too careful,Word of God,Don't know,False,True,False,True,False,False,Female,Asian or Asian American,Completed graduate school,"Between $100,000 and $150,000",Suburban,Texas,25-44,South,False,False,False,True,False,0.6367060737051884
Disapprove,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $75,000 and $99,999",Suburban,California,18-24,Pacific,False,False,True,True,False,0.10135935478622687
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Agree,False,False,False,True,False,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Washington,25-44,Pacific,True,True,True,True,False,0.500630740969663
Disapprove,Did not vote,Did not vote,Can't be too careful,Inspired word,Don't know,False,False,True,True,False,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Rural,Vermont,18-24,Northeast,False,False,True,False,True,0.6390598862362059
Somewhat approve,Did not vote,Did not vote,Can trust,Book of fables,Somewhat disagree,False,False,True,True,False,True,Female,Asian or Asian American,Graduated from college,"Between $50,000 and $74,999",Suburban,Maryland,25-44,Northeast,False,False,False,True,False,0.152018207601916
Strongly approve,Did not vote,Did not vote,Can trust,Inspired word,Disagree,False,False,True,True,False,False,Female,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,New York,25-44,Northeast,False,False,True,True,False,0.31090116898252174
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Inspired word,Don't know,False,True,False,True,False,False,Female,Asian or Asian American,Graduated from college,"Between $100,000 and $150,000",Suburban,California,45-64,Pacific,False,True,False,True,False,2.0338240753203407
Approve,Did not vote,Joe Biden,Can trust,Book of fables,Disagree,False,True,False,False,False,False,Female,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Oregon,25-44,Pacific,False,True,True,True,False,0.10682122480126227
Disapprove,Donald Trump,Other,Can't be too careful,Word of God,Somewhat agree,True,False,False,False,False,False,Female,White or Caucasian,"Some college, no degree","Between $75,000 and $99,999",Rural,North Carolina,45-64,Southeast,True,True,True,True,False,0.333258738116025
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,False,False,False,Other,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,West Virginia,25-44,South,True,True,True,True,False,0.0691021393543316
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Don't know,False,False,True,True,True,False,Male,Asian or Asian American,Graduated from high school,"Under $15,000",Rural,Louisiana,18-24,South,True,True,False,False,False,0.027100381675238566
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Inspired word,Disagree,False,False,True,True,True,False,Female,Hispanic or Latino,"Some college, no degree","Under $15,000",Suburban,California,18-24,Pacific,False,False,False,True,False,0.25905209204824425
Somewhat disapprove,Other,Other,Can trust,Book of fables,Disagree,False,True,False,False,False,False,Male,Other,Graduated from college,"Between $100,000 and $150,000",Suburban,Texas,45-64,South,True,True,False,True,False,0.13719636454354772
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,False,True,False,False,False,Male,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Suburban,Illinois,25-44,Midwest,True,True,True,True,False,0.09907545283818188
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Don't know,False,False,False,True,False,False,Female,Asian or Asian American,Completed graduate school,"Between $50,000 and $74,999",Urban,New York,25-44,Northeast,True,True,False,True,False,0.03742183411952796
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Word of God,Agree,False,True,True,True,False,False,Male,White or Caucasian,Less than high school,"Between $75,000 and $99,999",Urban,New York,25-44,Northeast,True,True,True,False,True,45.688933382535026
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Disagree,False,False,False,False,False,True,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Urban,Rhode Island,25-44,Northeast,True,True,True,True,False,0.110880448871747
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Don't know,False,True,True,True,False,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Rural,Illinois,25-44,Midwest,True,True,True,True,False,0.057513365107364246
Neither approve nor disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Somewhat agree,False,True,False,False,False,False,Female,White or Caucasian,Completed graduate school,"Between $100,000 and $150,000",Suburban,Louisiana,45-64,South,True,True,True,True,False,0.5287559112895691
Somewhat disapprove,Donald Trump,Donald Trump,Can trust,Inspired word,Disagree,False,True,True,True,True,True,Female,Asian or Asian American,Completed graduate school,"Between $15,000 and $49,999",Suburban,Connecticut,25-44,Northeast,True,True,False,True,False,0.03789040387132643
Disapprove,Hillary Clinton,Other,Can't be too careful,Book of fables,Disagree,False,False,False,True,False,True,Female,Black or African American,"Some college, no degree","Between $15,000 and $49,999",Suburban,California,25-44,Pacific,True,True,False,True,False,0.07940923726849516
Somewhat approve,Other,Joe Biden,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,Florida,25-44,Southeast,True,True,True,True,False,0.03450385314175304
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Inspired word,Somewhat agree,False,True,True,True,False,False,Female,Asian or Asian American,Graduated from high school,"Under $15,000",Urban,California,18-24,Pacific,False,True,False,False,False,0.22157507751755853
Neither approve nor disapprove,Did not vote,Did not vote,Can trust,Book of fables,Disagree,True,False,False,False,False,False,Female,White or Caucasian,"Some college, no degree","Under $15,000",Urban,Arizona,25-44,Southwest,False,False,True,True,False,0.12751288207651384
Strongly approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Disagree,False,True,False,True,False,False,Female,Hispanic or Latino,Completed graduate school,"Between $50,000 and $74,999",Urban,New York,45-64,Northeast,True,True,False,True,False,0.40290693636335145
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Inspired word,Somewhat disagree,False,True,True,True,False,True,Female,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Suburban,New Mexico,45-64,Southwest,True,True,True,True,False,0.816232240276409
Somewhat disapprove,Did not vote,Other,Can trust,Inspired word,Disagree,False,False,True,False,True,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Urban,Florida,18-24,Southeast,False,True,True,True,False,0.025943916887464877
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,False,True,True,False,False,Male,Hispanic or Latino,"Some college, no degree","Under $15,000",Urban,Florida,25-44,Southeast,True,True,False,True,False,0.177316055565765
Approve,Hillary Clinton,Joe Biden,Can trust,Word of God,Disagree,False,True,False,True,False,True,Female,White or Caucasian,"Some college, no degree","Between $50,000 and $74,999",Urban,Texas,25-44,South,True,True,True,True,False,0.5708656007682787
Neither approve nor disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Disagree,False,True,False,True,True,True,Female,Asian or Asian American,"Some college, no degree","Under $15,000",Urban,California,18-24,Pacific,True,True,False,True,False,0.02718164866582989
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Don't know,False,False,True,False,False,False,Male,White or Caucasian,Less than high school,"Between $15,000 and $49,999",Suburban,Texas,25-44,South,True,True,True,False,True,2.7661861447077167
Somewhat approve,Did not vote,Did not vote,Don’t know,Inspired word,Agree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from high school,"Between $75,000 and $99,999",Suburban,Washington,25-44,Pacific,False,False,True,False,True,7.162279548889041
Somewhat disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Female,Other,Graduated from high school,"Between $15,000 and $49,999",Suburban,Hawaii,25-44,Pacific,True,True,False,False,False,0.183858752987174
Approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Disagree,False,True,False,False,False,True,Female,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Suburban,Rhode Island,65+,Northeast,True,True,True,True,False,0.2687463991312499
Neither approve nor disapprove,Donald Trump,Donald Trump,Can trust,Word of God,Somewhat agree,False,True,False,True,True,False,Female,Black or African American,Completed graduate school,"Between $50,000 and $74,999",Urban,New York,25-44,Northeast,True,True,False,True,False,0.8644550414547368
Approve,Did not vote,Did not vote,Can't be too careful,Inspired word,Disagree,False,True,True,True,False,False,Male,Hispanic or Latino,Graduated from college,"Under $15,000",Suburban,Texas,18-24,South,False,False,False,True,False,0.06491081287583121
Neither approve nor disapprove,Hillary Clinton,Joe Biden,Can trust,Inspired word,Disagree,False,True,True,True,True,True,Female,White or Caucasian,Graduated from college,"Over $150,000",Suburban,Minnesota,45-64,Midwest,True,True,True,True,False,4.970245856475942
Strongly approve,Did not vote,Did not vote,Can't be too careful,Word of God,Disagree,False,True,True,False,False,True,Female,Black or African American,Graduated from college,"Under $15,000",Urban,District of Columbia (DC),45-64,Northeast,False,False,False,True,False,0.5524431332891796
Approve,Did not vote,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,True,False,False,False,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Rural,North Carolina,25-44,Southeast,False,True,True,False,True,0.8539757711299888
Strongly approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Don't know,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Washington,25-44,Pacific,False,False,True,True,False,0.11839913379096757
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Don't know,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,South Carolina,25-44,Southeast,False,True,True,True,False,0.07979374717808786
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Word of God,Disagree,False,True,False,False,False,False,Male,Asian or Asian American,Graduated from high school,"Under $15,000",Urban,New York,45-64,Northeast,True,True,False,False,False,0.4654164123540514
